start,end,speaker,source,lang
24.912000000000035,25.69299999999999,4,game_1-885s-2-10.mp4,sah
26.12300000000005,27.32399999999995,1,game_1-885s-2-10.mp4,sah
27.120000000000005,27.764999999999986,4,game_1-885s-2-10.mp4,sah
28.715000000000032,31.75,1,game_1-885s-2-10.mp4,sah
29.03200000000004,31.115999999999985,2,game_1-885s-2-10.mp4,sah
32.96100000000001,33.697,4,game_1-885s-2-10.mp4,sah
33.65200000000005,34.32000000000005,3,game_1-885s-2-10.mp4,sah
34.54600000000005,36.629000000000026,3,game_1-885s-2-10.mp4,sah
35.89700000000005,37.369000000000035,4,game_1-885s-2-10.mp4,sah
37.392000000000046,38.061000000000035,1,game_1-885s-2-10.mp4,sah
38.13599999999997,38.47799999999995,1,game_1-885s-2-10.mp4,sah
38.524,39.42899999999997,2,game_1-885s-2-10.mp4,sah
38.807000000000016,39.99599999999997,3,game_1-885s-2-10.mp4,sah
24.628000000000053,25.398000000000025,2,game_1-885s-0-11.mp4,sah
25.78300000000001,29.631999999999948,2,game_1-885s-0-11.mp4,sah
25.81700000000001,26.529999999999966,3,game_1-885s-0-11.mp4,sah
27.73000000000001,29.654999999999966,1,game_1-885s-0-11.mp4,sah
33.298,34.498000000000054,3,game_1-885s-0-11.mp4,sah
35.029999999999966,35.90200000000005,4,game_1-885s-0-11.mp4,sah
40.855000000000025,42.12300000000005,2,game_1-885s-0-11.mp4,sah
22.436000000000032,23.341999999999985,4,game_1-885s-2-11.mp4,sah
22.673999999999968,23.263000000000034,1,game_1-885s-2-11.mp4,sah
23.297000000000025,25.24400000000003,1,game_1-885s-2-11.mp4,sah
25.231999999999967,26.172000000000025,4,game_1-885s-2-11.mp4,sah
26.216999999999985,26.489000000000033,1,game_1-885s-2-11.mp4,sah
26.455000000000037,26.952999999999967,4,game_1-885s-2-11.mp4,sah
26.929999999999946,27.40599999999995,3,game_1-885s-2-11.mp4,sah
27.224000000000053,27.688999999999968,1,game_1-885s-2-11.mp4,sah
28.16399999999999,29.533999999999992,3,game_1-885s-2-11.mp4,sah
31.322999999999986,32.93100000000004,3,game_1-885s-2-11.mp4,sah
32.250999999999976,32.976,4,game_1-885s-2-11.mp4,sah
33.379999999999995,33.74199999999996,3,game_1-885s-2-11.mp4,sah
33.458999999999946,34.160999999999945,4,game_1-885s-2-11.mp4,sah
34.21799999999996,35.13499999999999,1,game_1-885s-2-11.mp4,sah
35.07799999999997,35.85900000000004,3,game_1-885s-2-11.mp4,sah
38.31600000000003,40.025999999999954,1,game_1-885s-2-11.mp4,sah
39.83299999999997,41.40700000000004,2,game_1-885s-2-11.mp4,sah
21.41600000000005,24.404999999999966,1,game_1-885s-2-13.mp4,sah
24.33699999999999,25.174999999999947,4,game_1-885s-2-13.mp4,sah
24.428,25.129999999999995,1,game_1-885s-2-13.mp4,sah
25.265999999999966,26.75999999999999,1,game_1-885s-2-13.mp4,sah
27.212999999999965,28.02800000000002,1,game_1-885s-2-13.mp4,sah
28.18700000000001,29.99800000000005,1,game_1-885s-2-13.mp4,sah
29.250999999999976,30.225000000000023,4,game_1-885s-2-13.mp4,sah
30.201999999999998,31.039999999999967,3,game_1-885s-2-13.mp4,sah
31.37900000000002,33.644000000000005,1,game_1-885s-2-13.mp4,sah
36.565000000000055,38.33100000000002,4,game_1-885s-2-13.mp4,sah
38.24000000000001,39.44100000000003,1,game_1-885s-2-13.mp4,sah
40.618000000000045,41.95399999999995,1,game_1-885s-2-13.mp4,sah
22.775999999999954,24.65599999999995,1,game_1-885s-1-14.mp4,sah
22.714,23.42100000000001,1,game_1785-2605s-1-1.mp4,sah
24.276,25.795,1,game_1785-2605s-1-1.mp4,sah
24.75,26.986999999999995,3,game_1785-2605s-1-1.mp4,sah
27.765,28.408,3,game_1785-2605s-1-1.mp4,sah
28.05,29.209999999999994,2,game_1785-2605s-1-1.mp4,sah
29.369,30.149,3,game_1785-2605s-1-1.mp4,sah
30.718999999999994,31.826999999999998,2,game_1785-2605s-1-1.mp4,sah
30.718999999999994,33.736999999999995,4,game_1785-2605s-1-1.mp4,sah
33.790000000000006,35.657,1,game_1785-2605s-1-1.mp4,sah
35.172,36.597,2,game_1785-2605s-1-1.mp4,sah
36.93899999999999,37.541,3,game_1785-2605s-1-1.mp4,sah
37.172,39.56800000000001,1,game_1785-2605s-1-1.mp4,sah
40.43300000000001,41.161,2,game_1785-2605s-1-1.mp4,sah
21.574999999999992,22.492999999999995,3,game_1785-2605s-1-3.mp4,sah
22.32400000000001,23.675000000000008,4,game_1785-2605s-1-3.mp4,sah
22.841000000000008,28.58099999999999,3,game_1785-2605s-1-3.mp4,sah
29.488000000000003,31.65100000000001,3,game_1785-2605s-1-3.mp4,sah
31.70400000000001,33.31899999999999,3,game_1785-2605s-1-3.mp4,sah
32.77000000000001,34.72200000000001,1,game_1785-2605s-1-3.mp4,sah
34.912000000000006,36.40000000000001,1,game_1785-2605s-1-3.mp4,sah
37.088,37.52000000000001,3,game_1785-2605s-1-3.mp4,sah
37.33000000000001,40.53800000000001,1,game_1785-2605s-1-3.mp4,sah
40.62299999999999,41.846000000000004,1,game_1785-2605s-1-3.mp4,sah
26.125999999999976,26.685,1,game_1785-2605s-0-5.mp4,sah
32.43299999999999,33.668000000000006,1,game_1785-2605s-0-5.mp4,sah
33.668000000000006,34.375,1,game_1785-2605s-0-5.mp4,sah
39.149,40.56299999999999,1,game_1785-2605s-0-5.mp4,sah
40.83800000000002,41.42899999999997,1,game_1785-2605s-0-5.mp4,sah
21.565999999999967,22.178,1,game_1785-2605s-1-5.mp4,sah
26.0,26.559000000000022,1,game_1785-2605s-1-5.mp4,sah
30.357000000000035,30.98000000000001,1,game_1785-2605s-1-5.mp4,sah
31.03300000000001,31.67599999999999,3,game_1785-2605s-1-5.mp4,sah
31.791999999999966,32.192999999999984,3,game_1785-2605s-1-5.mp4,sah
32.68900000000002,33.20400000000001,3,game_1785-2605s-1-5.mp4,sah
33.706999999999994,35.721999999999966,3,game_1785-2605s-1-5.mp4,sah
36.964999999999975,37.509000000000015,3,game_1785-2605s-1-5.mp4,sah
37.779999999999966,44.32400000000001,3,game_1785-2605s-1-5.mp4,sah
21.50900000000001,22.041,1,game_1785-2605s-1-6.mp4,sah
26.617999999999995,27.02600000000001,1,game_1785-2605s-1-6.mp4,sah
27.422000000000025,28.826000000000025,1,game_1785-2605s-1-6.mp4,sah
28.214,29.18799999999999,4,game_1785-2605s-1-6.mp4,sah
29.214999999999968,30.166,3,game_1785-2605s-1-6.mp4,sah
30.007000000000005,31.38900000000001,1,game_1785-2605s-1-6.mp4,sah
33.30099999999999,33.78800000000001,1,game_1785-2605s-1-6.mp4,sah
34.72800000000001,35.61099999999999,4,game_1785-2605s-1-6.mp4,sah
36.47899999999999,37.60000000000002,3,game_1785-2605s-1-6.mp4,sah
37.94099999999997,43.90800000000002,3,game_1785-2605s-1-6.mp4,sah
21.765999999999966,22.35500000000001,1,game_1785-2605s-1-8.mp4,sah
21.811000000000032,22.58100000000001,3,game_1785-2605s-1-8.mp4,sah
22.535999999999948,23.452999999999967,1,game_1785-2605s-1-8.mp4,sah
23.378000000000053,24.148000000000025,3,game_1785-2605s-1-8.mp4,sah
23.875999999999976,24.40800000000001,1,game_1785-2605s-1-8.mp4,sah
24.554999999999946,24.90599999999995,1,game_1785-2605s-1-8.mp4,sah
25.416000000000054,26.72900000000004,1,game_1785-2605s-1-8.mp4,sah
26.774,27.488000000000053,1,game_1785-2605s-1-8.mp4,sah
28.076000000000025,29.095000000000034,1,game_1785-2605s-1-8.mp4,sah
30.22799999999995,31.484000000000037,1,game_1785-2605s-1-8.mp4,sah
40.327,42.09299999999996,3,game_1785-2605s-1-8.mp4,sah
21.216000000000008,22.03099999999995,4,game_1785-2605s-0-10.mp4,sah
22.960000000000036,25.178999999999967,4,game_1785-2605s-0-10.mp4,sah
25.296000000000053,27.650999999999954,3,game_1785-2605s-0-10.mp4,sah
27.085000000000036,30.107999999999947,1,game_1785-2605s-0-10.mp4,sah
30.231999999999967,34.274,4,game_1785-2605s-0-10.mp4,sah
34.01700000000005,35.96400000000005,3,game_1785-2605s-0-10.mp4,sah
34.831999999999994,35.99800000000005,1,game_1785-2605s-0-10.mp4,sah
36.23599999999999,37.16399999999999,3,game_1785-2605s-0-10.mp4,sah
37.345000000000034,37.86599999999999,3,game_1785-2605s-0-10.mp4,sah
37.38999999999999,38.34100000000001,4,game_1785-2605s-0-10.mp4,sah
38.395999999999965,39.89099999999996,3,game_1785-2605s-0-10.mp4,sah
40.43399999999997,42.325000000000045,3,game_1785-2605s-0-10.mp4,sah
21.19000000000005,22.017000000000053,1,game_1785-2605s-2-10.mp4,sah
22.085000000000036,23.001999999999953,3,game_1785-2605s-2-10.mp4,sah
23.236999999999966,24.87900000000002,3,game_1785-2605s-2-10.mp4,sah
24.866999999999962,26.14700000000005,1,game_1785-2605s-2-10.mp4,sah
27.22699999999997,29.139999999999986,1,game_1785-2605s-2-10.mp4,sah
27.990999999999985,28.234000000000037,4,game_1785-2605s-2-10.mp4,sah
31.938999999999968,32.45399999999995,2,game_1785-2605s-2-10.mp4,sah
32.505999999999965,33.30499999999995,3,game_1785-2605s-2-10.mp4,sah
32.817999999999984,33.361999999999966,1,game_1785-2605s-2-10.mp4,sah
33.452,33.854000000000035,4,game_1785-2605s-2-10.mp4,sah
34.21600000000001,34.61800000000005,1,game_1785-2605s-2-10.mp4,sah
35.16899999999998,37.438999999999965,4,game_1785-2605s-2-10.mp4,sah
35.604000000000035,36.192999999999984,1,game_1785-2605s-2-10.mp4,sah
37.26400000000001,39.47799999999995,1,game_1785-2605s-2-10.mp4,sah
38.91700000000003,39.35299999999995,4,game_1785-2605s-2-10.mp4,sah
40.05499999999995,41.148000000000025,1,game_1785-2605s-2-10.mp4,sah
21.12900000000002,21.547000000000025,1,game_1785-2605s-1-11.mp4,sah
21.990999999999985,24.00599999999997,1,game_1785-2605s-1-11.mp4,sah
24.06799999999999,25.12199999999996,1,game_1785-2605s-1-11.mp4,sah
26.412000000000035,27.210000000000036,3,game_1785-2605s-1-11.mp4,sah
29.07399999999995,29.923000000000002,4,game_1785-2605s-1-11.mp4,sah
29.962999999999965,30.500999999999976,3,game_1785-2605s-1-11.mp4,sah
30.609000000000037,31.28300000000001,3,game_1785-2605s-1-11.mp4,sah
30.989000000000033,31.696000000000023,1,game_1785-2605s-1-11.mp4,sah
31.923000000000002,33.529999999999966,1,game_1785-2605s-1-11.mp4,sah
34.522000000000055,34.873000000000054,3,game_1785-2605s-1-11.mp4,sah
34.822,37.08100000000002,1,game_1785-2605s-1-11.mp4,sah
37.410999999999945,37.688999999999965,3,game_1785-2605s-1-11.mp4,sah
37.90999999999997,40.378000000000036,1,game_1785-2605s-1-11.mp4,sah
39.471999999999966,39.981,3,game_1785-2605s-1-11.mp4,sah
23.19899999999995,23.673999999999968,1,game_1785-2605s-2-11.mp4,sah
24.94899999999995,25.294999999999966,3,game_1785-2605s-2-11.mp4,sah
25.964000000000052,28.001999999999953,2,game_1785-2605s-2-11.mp4,sah
28.58600000000001,29.423999999999968,2,game_1785-2605s-2-11.mp4,sah
28.75900000000001,29.643000000000033,4,game_1785-2605s-2-11.mp4,sah
31.178999999999967,32.231999999999964,4,game_1785-2605s-2-11.mp4,sah
31.394000000000005,32.119000000000035,1,game_1785-2605s-2-11.mp4,sah
32.333999999999946,32.85500000000002,1,game_1785-2605s-2-11.mp4,sah
33.125999999999976,33.71500000000003,3,game_1785-2605s-2-11.mp4,sah
33.97299999999996,34.83299999999997,3,game_1785-2605s-2-11.mp4,sah
34.86699999999996,35.69399999999996,1,game_1785-2605s-2-11.mp4,sah
37.743000000000045,38.388000000000034,1,game_1785-2605s-2-11.mp4,sah
37.77700000000005,38.49000000000001,3,game_1785-2605s-2-11.mp4,sah
38.56899999999996,39.40700000000004,3,game_1785-2605s-2-11.mp4,sah
39.644999999999975,41.059999999999945,3,game_1785-2605s-2-11.mp4,sah
21.230999999999995,22.91800000000001,1,game_1785-2605s-2-12.mp4,sah
23.06500000000005,24.049999999999947,1,game_1785-2605s-2-12.mp4,sah
24.23599999999999,26.138000000000034,1,game_1785-2605s-2-12.mp4,sah
26.341999999999985,30.64599999999996,1,game_1785-2605s-2-12.mp4,sah
30.756999999999948,34.154,1,game_1785-2605s-2-12.mp4,sah
34.458999999999946,35.65899999999999,1,game_1785-2605s-2-12.mp4,sah
35.77200000000005,36.111999999999966,1,game_1785-2605s-2-12.mp4,sah
35.84000000000003,36.92700000000002,2,game_1785-2605s-2-12.mp4,sah
36.80200000000002,38.263000000000034,1,game_1785-2605s-2-12.mp4,sah
39.020999999999965,39.80200000000002,1,game_1785-2605s-2-12.mp4,sah
39.735000000000014,40.83299999999997,4,game_1785-2605s-2-12.mp4,sah
39.80200000000002,42.214000000000055,1,game_1785-2605s-2-12.mp4,sah
22.661,23.544,1,game_2605-3500s-1-1.mp4,sah
22.703999999999994,23.247,4,game_2605-3500s-1-1.mp4,sah
23.519000000000005,24.911,3,game_2605-3500s-1-1.mp4,sah
24.164,24.504000000000005,1,game_2605-3500s-1-1.mp4,sah
24.953999999999994,25.53100000000001,1,game_2605-3500s-1-1.mp4,sah
25.565,26.117000000000004,1,game_2605-3500s-1-1.mp4,sah
26.803,27.846999999999994,1,game_2605-3500s-1-1.mp4,sah
27.007000000000005,27.771,2,game_2605-3500s-1-1.mp4,sah
27.846999999999994,29.64700000000001,1,game_2605-3500s-1-1.mp4,sah
29.54000000000001,29.971000000000004,3,game_2605-3500s-1-1.mp4,sah
29.914,32.483999999999995,1,game_2605-3500s-1-1.mp4,sah
31.646,32.416,2,game_2605-3500s-1-1.mp4,sah
32.483999999999995,34.669000000000004,2,game_2605-3500s-1-1.mp4,sah
34.114000000000004,34.69199999999999,1,game_2605-3500s-1-1.mp4,sah
35.779,37.194,2,game_2605-3500s-1-1.mp4,sah
36.039,37.16,1,game_2605-3500s-1-1.mp4,sah
37.45,40.383,2,game_2605-3500s-1-1.mp4,sah
40.39400000000001,41.209,2,game_2605-3500s-1-1.mp4,sah
23.22200000000001,24.014999999999986,3,game_2605-3500s-0-2.mp4,sah
23.289999999999992,24.02600000000001,1,game_2605-3500s-0-2.mp4,sah
24.184,25.905,3,game_2605-3500s-0-2.mp4,sah
26.256,27.445,3,game_2605-3500s-0-2.mp4,sah
27.506,28.559,4,game_2605-3500s-0-2.mp4,sah
32.39699999999999,32.98599999999999,1,game_2605-3500s-0-2.mp4,sah
33.25800000000001,35.964,1,game_2605-3500s-0-2.mp4,sah
36.185,36.87600000000001,3,game_2605-3500s-0-2.mp4,sah
37.725,38.42699999999999,4,game_2605-3500s-0-2.mp4,sah
22.226,22.769000000000005,1,game_2605-3500s-1-2.mp4,sah
23.256,24.95400000000001,3,game_2605-3500s-1-2.mp4,sah
25.30500000000001,25.712999999999994,1,game_2605-3500s-1-2.mp4,sah
27.52199999999999,28.518,4,game_2605-3500s-1-2.mp4,sah
28.664999999999992,31.46199999999999,3,game_2605-3500s-1-2.mp4,sah
28.69900000000001,30.149,1,game_2605-3500s-1-2.mp4,sah
30.375,31.574999999999992,1,game_2605-3500s-1-2.mp4,sah
32.154,32.776999999999994,3,game_2605-3500s-1-2.mp4,sah
33.00399999999999,33.422,1,game_2605-3500s-1-2.mp4,sah
34.37299999999999,34.77000000000001,4,game_2605-3500s-1-2.mp4,sah
34.792,35.93600000000001,1,game_2605-3500s-1-2.mp4,sah
35.68700000000001,36.219,2,game_2605-3500s-1-2.mp4,sah
36.321,36.68299999999999,4,game_2605-3500s-1-2.mp4,sah
39.18299999999999,39.78299999999999,2,game_2605-3500s-1-2.mp4,sah
40.68899999999999,41.32300000000001,1,game_2605-3500s-1-2.mp4,sah
24.507000000000005,24.83600000000001,1,game_2605-3500s-0-5.mp4,sah
25.05099999999999,26.987000000000023,1,game_2605-3500s-0-5.mp4,sah
27.771000000000008,28.269999999999985,1,game_2605-3500s-0-5.mp4,sah
30.59300000000001,31.951999999999998,1,game_2605-3500s-0-5.mp4,sah
31.177000000000014,31.82200000000001,3,game_2605-3500s-0-5.mp4,sah
32.365999999999985,33.29399999999998,3,game_2605-3500s-0-5.mp4,sah
32.72800000000001,34.67500000000001,1,game_2605-3500s-0-5.mp4,sah
35.672000000000025,37.91300000000001,3,game_2605-3500s-0-5.mp4,sah
37.005,38.09199999999999,4,game_2605-3500s-0-5.mp4,sah
38.06900000000002,39.49599999999997,3,game_2605-3500s-0-5.mp4,sah
40.16399999999999,40.863,2,game_2605-3500s-0-5.mp4,sah
23.00599999999997,25.678,1,game_2605-3500s-1-5.mp4,sah
25.53100000000001,26.798999999999968,2,game_2605-3500s-1-5.mp4,sah
26.62900000000002,27.47800000000001,1,game_2605-3500s-1-5.mp4,sah
27.558,29.16500000000002,1,game_2605-3500s-1-5.mp4,sah
29.38299999999998,29.892999999999965,1,game_2605-3500s-1-5.mp4,sah
30.31200000000001,30.98000000000001,1,game_2605-3500s-1-5.mp4,sah
33.32299999999998,34.410000000000025,3,game_2605-3500s-1-5.mp4,sah
34.617999999999995,34.822,3,game_2605-3500s-1-5.mp4,sah
34.91300000000001,36.747000000000014,3,game_2605-3500s-1-5.mp4,sah
37.69799999999998,40.19999999999999,3,game_2605-3500s-1-5.mp4,sah
39.93900000000002,41.03800000000001,1,game_2605-3500s-1-5.mp4,sah
21.750999999999976,22.531999999999986,3,game_2605-3500s-2-5.mp4,sah
22.99000000000001,23.45400000000001,3,game_2605-3500s-2-5.mp4,sah
26.737000000000023,27.28100000000001,1,game_2605-3500s-2-5.mp4,sah
28.490999999999985,29.18099999999999,2,game_2605-3500s-2-5.mp4,sah
29.261000000000024,29.94,1,game_2605-3500s-2-5.mp4,sah
30.093999999999994,30.80700000000001,2,game_2605-3500s-2-5.mp4,sah
31.113000000000003,35.653000000000034,2,game_2605-3500s-2-5.mp4,sah
34.79000000000002,36.738,1,game_2605-3500s-2-5.mp4,sah
36.896000000000015,38.31099999999998,1,game_2605-3500s-2-5.mp4,sah
38.339999999999975,39.10399999999999,2,game_2605-3500s-2-5.mp4,sah
39.346999999999966,40.38299999999997,1,game_2605-3500s-2-5.mp4,sah
40.339999999999975,41.608000000000004,2,game_2605-3500s-2-5.mp4,sah
21.05000000000001,21.791999999999966,1,game_2605-3500s-2-6.mp4,sah
21.916,22.22199999999998,1,game_2605-3500s-2-6.mp4,sah
22.32400000000001,24.798000000000002,1,game_2605-3500s-2-6.mp4,sah
23.988999999999976,24.435999999999986,3,game_2605-3500s-2-6.mp4,sah
25.529,26.269999999999985,1,game_2605-3500s-2-6.mp4,sah
25.754999999999995,26.892999999999965,2,game_2605-3500s-2-6.mp4,sah
27.07400000000001,28.201000000000025,3,game_2605-3500s-2-6.mp4,sah
28.404,29.298999999999968,2,game_2605-3500s-2-6.mp4,sah
29.55099999999999,30.855999999999995,2,game_2605-3500s-2-6.mp4,sah
30.898000000000025,31.30599999999999,3,game_2605-3500s-2-6.mp4,sah
31.012,33.38400000000001,1,game_2605-3500s-2-6.mp4,sah
31.04599999999999,31.50999999999999,2,game_2605-3500s-2-6.mp4,sah
33.797000000000025,34.07400000000001,3,game_2605-3500s-2-6.mp4,sah
34.25,34.725000000000016,3,game_2605-3500s-2-6.mp4,sah
35.62000000000001,36.644999999999975,2,game_2605-3500s-2-6.mp4,sah
37.101999999999975,39.27600000000001,1,game_2605-3500s-2-6.mp4,sah
21.779,23.889999999999986,3,game_2605-3500s-0-9.mp4,sah
22.966999999999985,23.606999999999967,1,game_2605-3500s-0-9.mp4,sah
24.115999999999985,28.203999999999947,1,game_2605-3500s-0-9.mp4,sah
28.798000000000002,29.81700000000001,3,game_2605-3500s-0-9.mp4,sah
30.40599999999995,31.31200000000001,1,game_2605-3500s-0-9.mp4,sah
31.614000000000033,32.124000000000024,3,game_2605-3500s-0-9.mp4,sah
34.285999999999945,35.101,4,game_2605-3500s-0-9.mp4,sah
23.390999999999966,25.417000000000034,1,game_2605-3500s-2-10.mp4,sah
25.191000000000034,25.904,2,game_2605-3500s-2-10.mp4,sah
25.883000000000038,26.78899999999999,3,game_2605-3500s-2-10.mp4,sah
26.754999999999995,27.683,1,game_2605-3500s-2-10.mp4,sah
27.966000000000008,28.904999999999966,2,game_2605-3500s-2-10.mp4,sah
30.38900000000001,31.63400000000001,2,game_2605-3500s-2-10.mp4,sah
34.24000000000001,36.221999999999966,3,game_2605-3500s-2-10.mp4,sah
38.07899999999995,38.84799999999996,3,game_2605-3500s-2-10.mp4,sah
38.462999999999965,40.851999999999975,4,game_2605-3500s-2-10.mp4,sah
21.16600000000005,21.744000000000028,1,game_2605-3500s-1-12.mp4,sah
21.336000000000013,21.91300000000001,4,game_2605-3500s-1-12.mp4,sah
21.56200000000001,22.535999999999948,2,game_2605-3500s-1-12.mp4,sah
22.298000000000002,23.883000000000038,4,game_2605-3500s-1-12.mp4,sah
23.951000000000025,24.47199999999998,1,game_2605-3500s-1-12.mp4,sah
23.962999999999965,24.517000000000053,4,game_2605-3500s-1-12.mp4,sah
24.47199999999998,25.85299999999995,3,game_2605-3500s-1-12.mp4,sah
26.19299999999999,27.053,3,game_2605-3500s-1-12.mp4,sah
27.019000000000005,28.275999999999954,1,game_2605-3500s-1-12.mp4,sah
29.827999999999967,31.02800000000002,2,game_2605-3500s-1-12.mp4,sah
33.03200000000004,34.54899999999998,1,game_2605-3500s-1-12.mp4,sah
34.740999999999985,35.18399999999997,4,game_2605-3500s-1-12.mp4,sah
